epoch,generator_loss,discriminator_loss,discriminator_real,discriminator_fake,fid_score,is_score_mean,is_score_std
0,0.9570147611878135,0.44994998655535956,0.6402763839472424,0.33105011589147826,1392.3560621825698,1.835858941078186,0.07178294658660889
1,0.9131955721161582,0.20499948954040353,0.7137088721448724,0.13136582857590506,,,
2,1.1153751882639797,0.16046441888267343,0.7872692482037977,0.00862807035446167,,,
3,1.1779006882147356,0.16583394462412054,0.7958967225118116,-0.020346392623402855,,,
4,1.177847913720391,0.1311164220625704,0.8633978881619193,-0.02396232575516809,,,
5,1.1919769996946508,0.16483136706731535,0.81842940910296,-0.011879272758960724,,,
6,1.1147903637452559,0.16175651347095316,0.8196996612982317,0.018329633484509857,,,
7,1.1552827751094645,0.1885806413536722,0.7308169061487372,-0.0010571595789356666,,,
8,0.9717129225080664,0.15017581256953152,0.774945773861625,0.068136268210682,,,
9,1.0271504778753628,0.15323792397975922,0.7569953121922233,0.04528168419545347,,,
10,0.9974341893737967,0.12895396114750343,0.7946937300942161,0.05362395942211151,,,
11,1.0357100665569305,0.12405040961774913,0.8396639119495045,0.036854765631935814,,,
12,0.9445089467547156,0.15386115861209956,0.8020977296612479,0.10208779954436151,,,
13,0.8841374259103428,0.13686424459923396,0.8020461161028255,0.1140544642270966,,,
14,0.9116585173390128,0.1373552835800431,0.7847594347867098,0.1023826293477958,,,
15,0.9526175436648455,0.13450691070068965,0.787473818117922,0.07364422692493959,,,
16,0.9788685928691517,0.14341791008006444,0.8597803630612113,0.06539360192519697,,,
17,1.0006205344741994,0.13280886580998247,0.8130172030492262,0.05433966727419333,,,
18,1.0815422480756587,0.10710409757765857,0.8605683879418806,0.005973612720316107,,,
19,0.944370062513785,0.2156455513428558,0.7843790433623574,0.1351184079592878,,,
20,0.9806782427159223,0.23230462318116968,0.686977709558877,0.10172763568433849,,,
21,1.0201342444528232,0.17783712595701218,0.7426752095872705,0.06698460106483915,,,
22,1.2176841605793347,0.12720609845762904,0.7726278724995527,-0.055310661020815714,,,
23,1.0596381696787747,0.06634656949476762,0.928917340256951,0.00422682139006528,,,
24,1.157753819769079,0.11798639714040539,0.8234303837472742,-0.03037621851333163,,,
