fid_score,g_lr,d_lr
589.8538478863637,0.0002,0.0002
984.9622627346555,0.0002,0.0001
1027.3402048655175,0.0003,0.0003
1230.8788947862324,0.0001,0.0002
1812.0830526504012,0.0001,0.0001
