epoch,generator_loss,discriminator_loss,discriminator_real,discriminator_fake,fid_score,is_score_mean,is_score_std
0,2.4421578562387856,0.5607275638688025,5.696982588498823,-2.4421578562387856,1022.9286104221774,2.1033215522766113,0.11068247258663177
1,1.2552331706849478,0.8349728635562363,1.7953248195430285,-1.2552331706849478,,,
2,1.356697075629747,0.7746760608047567,2.134837596326746,-1.356697075629747,,,
3,1.4589566415356052,0.6944178277125923,2.4756716355200736,-1.4589566415356052,,,
4,1.5731662873939802,0.5852233873259637,3.0221159054387,-1.5731662873939802,,,
5,1.6573721144789009,0.5431783279424073,3.1094107147186034,-1.6573721144789009,,,
6,1.6581071801083063,0.5117646806663082,3.7901083275836003,-1.6581071801083063,,,
7,1.6408873931054146,0.5018346375355156,3.7481621978103474,-1.6408873931054146,,,
8,1.4504458292197155,0.6655604760813457,2.2136307682401393,-1.4504458292197155,,,
9,1.1895350144114545,0.8528967993233794,1.404824092823972,-1.1895350144114545,,,
10,1.1081619384468242,0.9482695178319049,1.2390438834185242,-1.1081619384468242,,,
11,0.9755276875790729,1.0588337586772056,1.0090521219917523,-0.9755276875790729,,,
12,0.7797947791955804,1.2516814829200826,0.6682907884479851,-0.7797947791955804,,,
13,0.7378540797739901,1.3233682013327075,0.5719990902129681,-0.7378540797739901,,,
14,0.7016417292016809,1.3358809012238697,0.5057704757137965,-0.7016417292016809,,,
15,0.6685676095626687,1.3405192795620169,0.47783511059899486,-0.6685676095626687,,,
16,0.6410345674682689,1.4087706451774926,0.4071494351767513,-0.6410345674682689,,,
17,0.6346613932200658,1.4005403871177344,0.42433731921858364,-0.6346613932200658,,,
18,0.6420814986991626,1.3837189674377441,0.4587783986522305,-0.6420814986991626,,,
19,0.6470161808594581,1.3980348276835617,0.42748809443606484,-0.6470161808594581,,,
20,0.621195859806512,1.4047082220354388,0.424567608853742,-0.621195859806512,,,
21,0.6015051882113179,1.405912265982679,0.43953645373544387,-0.6015051882113179,,,
22,0.6042235524904344,1.4021114636492986,0.47247180534947303,-0.6042235524904344,,,
23,0.6033985026741541,1.4203751215370752,0.43732691083544045,-0.6033985026741541,,,
24,0.5866989792194418,1.4217453669476252,0.4178967884671624,-0.5866989792194418,,,
