epoch,generator_loss,discriminator_loss,discriminator_real,discriminator_fake,fid_score,is_score_mean,is_score_std
0,2.7522912719975454,0.7212997081550903,6.286415790798523,-2.7522912719975454,661.476518181981,2.7357382774353027,0.21081098914146423
1,1.3765389996190225,0.8865213471074258,2.1029003485236117,-1.3765389996190225,,,
2,1.3552325893473882,0.9073409439735515,1.6649733874746548,-1.3552325893473882,,,
3,1.3680295306508259,0.8994918507273479,1.4319900585719014,-1.3680295306508259,,,
4,1.1055247112307498,1.0186264075899636,0.9085758965041849,-1.1055247112307498,,,
5,1.0177065286264624,1.0666714329873361,0.878969122034808,-1.0177065286264624,,,
6,0.8723546382320183,1.2073530551566873,0.6003998724182927,-0.8723546382320183,,,
7,0.7276019800895004,1.2960148665212816,0.49042091693013146,-0.7276019800895004,,,
8,0.6624497151382829,1.348152542626986,0.41750807178417043,-0.6624497151382829,,,
9,0.6144410636412451,1.3981059879385016,0.3565559739657548,-0.6144410636412451,,,
10,0.5707788057558794,1.4222484250222482,0.32495256108031556,-0.5707788057558794,,,
11,0.5434304165744013,1.4311601955403563,0.33041840876823153,-0.5434304165744013,,,
12,0.5637410796095331,1.436987590405249,0.31607839775237917,-0.5637410796095331,,,
13,0.5607901304279284,1.4373040891462756,0.30677627720269224,-0.5607901304279284,,,
14,0.5286555698386178,1.4275911161976476,0.3420515443243447,-0.5286555698386178,,,
15,0.5477394904961349,1.4272583505158782,0.32919794248777845,-0.5477394904961349,,,
16,0.5638454732364945,1.4221110754115607,0.3425123431702315,-0.5638454732364945,,,
17,0.5732427871115106,1.4142413261116191,0.3405128519575115,-0.5732427871115106,,,
18,0.6129794292432326,1.3960259358088176,0.36437910830344694,-0.6129794292432326,,,
19,0.5808858552607157,1.3575005441583612,0.38051666943005896,-0.5808858552607157,,,
20,0.5932707838133298,1.3640795414165785,0.39380881084649955,-0.5932707838133298,,,
21,0.5889209773171172,1.3628159953701882,0.39333202982129234,-0.5889209773171172,,,
22,0.5992332507001226,1.3337983142945073,0.4081516764489734,-0.5992332507001226,,,
23,0.6000967341405089,1.3160294877585543,0.42348053612134806,-0.6000967341405089,,,
24,0.6332590881915342,1.304859297890817,0.4216205176198855,-0.6332590881915342,,,
