epoch,generator_loss,discriminator_loss,discriminator_real,discriminator_fake,fid_score,is_score_mean,is_score_std
0,0.8623002008958296,0.1803245720538226,0.7715309778736397,0.09444453313269398,1609.8613245893275,1.6360009908676147,0.06503219902515411
1,0.9855007962747053,0.07020607726140456,0.8908353014425798,0.01594169632616368,,,
2,1.0242746363986621,0.060438448055223984,0.9062141125852411,-0.005597346208312295,,,
3,1.0287669409405102,0.051421950486573303,0.8890118924054232,-0.00819218819114295,,,
4,1.000860794024034,0.03849259459159591,0.931039956482974,0.003547609191049229,,,
5,1.0046276179226963,0.047311400825327095,0.9171959324316545,0.0025532469312152402,,,
6,0.9886388345198198,0.04158546233719045,0.9159080223603682,0.011107256297360767,,,
7,0.9926798885518854,0.0365563454953107,0.934033290906386,0.009025328623300249,,,
8,0.9601487192240629,0.04476528445428068,0.9106417569247159,0.02709085290023888,,,
9,0.9639397480271079,0.04503212428905747,0.9097239483486522,0.0254799750294875,,,
10,0.9227295572107489,0.057662333277138794,0.9030455405061896,0.047154618363658134,,,
11,0.8434061895717274,0.06737994775176048,0.8858001611449502,0.09251672610513527,,,
12,0.8360532034527172,0.08267563716931776,0.8569987416267395,0.09806687075814063,,,
13,0.712830283425071,0.0983638573776592,0.8218849192966114,0.17145259881561453,,,
14,0.7337957945736971,0.11216574162244797,0.8164756406437267,0.15615585852753033,,,
15,0.6450316635045138,0.12235413085330617,0.7616372541947798,0.21441588550806046,,,
16,0.6195823875340548,0.128424081612717,0.7511996355923739,0.23003466562791305,,,
17,0.5848264071074399,0.13581491871313614,0.7100978493690491,0.2506832087581808,,,
18,0.5917350595647638,0.1256516298109835,0.7658135945146735,0.24635495855049652,,,
19,0.632732009345835,0.12320782447403128,0.7573512900959362,0.22199123522097414,,,
20,0.6441447192972357,0.11069628731770949,0.7710371938618746,0.21508815410462293,,,
21,0.7106100564653223,0.11741686138239774,0.7783877741206776,0.17582902727140623,,,
22,0.7295285896821455,0.09583496708761562,0.8134270906448364,0.15833413804119284,,,
23,0.7446937235918912,0.09926556592637842,0.8220601623708551,0.1503290331033482,,,
24,0.7357581366192211,0.08580455319447951,0.833026799288663,0.1561763665892861,,,
