epoch,generator_loss,discriminator_loss,discriminator_real,discriminator_fake,fid_score,is_score_mean,is_score_std
0,1.3963132961229845,0.49194100770083343,0.5417364528191022,-0.9987963316115466,1817.2027213686642,1.1726211309432983,0.01813122071325779
1,3.6630218137394297,0.10778811082921246,2.4218904592774133,-3.603096138347279,,,
2,5.2427097233858975,0.032213978384706105,3.6381211172450674,-5.229728785428134,,,
3,5.992172609676015,0.01612929335202683,4.36655301397497,-5.986124298789284,,,
4,6.607075279409235,0.010951986240053719,4.853664008053866,-6.603275689211759,,,
5,6.916177532889626,0.007289297836409373,5.368605180220171,-6.913353291424838,,,
6,7.386112473227761,0.008413862564008345,5.677969997579401,-7.383708368648183,,,
7,7.3879265351728955,0.007435124007646333,6.082447550513527,-7.385740366849032,,,
8,7.541813807053999,0.006157063286412846,6.288458499041471,-7.538747375661677,,,
9,7.263167489658702,0.0036986856298013167,6.454887476834384,-7.26116646419872,,,
10,7.513029120185158,0.0033427542075514793,6.467549800872803,-7.511398207057606,,,
11,8.240412040190263,0.0024149790723723445,6.820168408480558,-8.239420955831354,,,
12,8.121579278599132,0.00221514119237492,6.990794723684138,-8.120603453029286,,,
13,8.351492795077236,0.001715229818893766,7.124958341771906,-8.350622653961182,,,
14,8.671969370408492,0.0012067447003739123,7.383939786390825,-8.671240026300604,,,
15,8.855409145355225,0.0009927810698916967,7.581603787162087,-8.854819904674184,,,
16,8.967502463947643,0.0013244173976338723,7.3776655197143555,-8.966846119273793,,,
17,9.798980366099965,0.003835583899424157,7.144315199418501,-9.797911405563354,,,
18,8.8140127658844,0.0021340421411547472,7.348774151368574,-8.813283638520675,,,
19,8.730904990976507,0.002223091729154641,7.091615828600797,-8.730159521102905,,,
20,8.777366963299839,0.001820274226536805,7.37607968937267,-8.776697093790228,,,
21,9.301288604736328,0.001642905948260291,7.4306721037084404,-9.300756584514271,,,
22,9.538859681649642,0.04835129411234944,8.114825118671764,-9.496693383563649,,,
23,9.793599042025479,0.002184144890634343,7.844682758504694,-9.792974602092396,,,
24,9.514074325561523,0.0020198941400105305,7.649555509740656,-9.513522668318315,,,
